,city_name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
371,Berlevag,12,NO,1552571400,85,70.86,29.09,21.2,44.96
372,Blagoyevo,0,RU,1552576355,84,63.37,47.92,18.13,2.59
373,Kihei,1,US,1552576226,77,20.76,-156.45,69.01,5.82
374,Sestri Levante,0,IT,1552576347,58,44.27,9.41,57.99,9.17
375,Mayo,90,CA,1552572000,65,63.59,-135.9,32.0,9.17
376,Popondetta,88,PG,1552576364,96,-8.77,148.24,69.07,1.7
377,Port-Gentil,75,GA,1552572000,79,-0.72,8.78,84.2,6.93
378,Traverse City,90,US,1552576219,81,44.76,-85.62,55.4,8.05
379,Kokkola,90,FI,1552576113,83,63.84,23.13,35.01,12.75
380,Boddam,40,GB,1552576230,61,57.47,-1.78,50.0,20.8
381,Mbandaka,44,CD,1552576375,76,0.05,18.26,85.81,4.05
382,Bathsheba,40,BB,1552572000,66,13.22,-59.52,84.2,16.11
383,Pundaguitan,92,PH,1552576379,100,6.37,126.17,73.75,1.36
384,Kudahuvadhoo,44,MV,1552576299,100,2.67,72.89,85.77,4.38
385,West Wendover,1,US,1552571760,54,40.74,-114.07,30.2,19.46
386,Alofi,44,NU,1552572000,88,-19.06,-169.92,77.0,4.7
387,Aklavik,75,CA,1552572000,76,68.22,-135.01,-5.81,9.17
388,Clyde River,75,CA,1552572000,69,70.47,-68.59,-9.41,3.36
389,Yadgir,24,IN,1552576392,25,16.77,77.14,85.32,5.61
390,Saurimo,12,AO,1552576394,60,-9.66,20.4,83.83,3.6
391,Lensk,76,RU,1552576397,70,60.71,114.91,17.28,3.94
392,Parkes,0,AU,1552576389,33,-33.14,148.18,62.01,5.39
393,Channapatna,20,IN,1552576051,28,12.65,77.22,84.99,8.05
394,Wyszkow,20,PL,1552576332,86,52.59,21.46,50.0,16.11
395,Lahad Datu,24,MY,1552576405,94,5.02,118.33,75.6,3.38
396,Samaipata,92,BO,1552576407,99,-18.18,-63.88,68.26,3.04
397,Homer,90,US,1552576120,86,59.64,-151.54,37.4,13.87
398,Portland,1,US,1552576387,84,45.52,-122.67,37.99,6.93
399,Sulangan,0,PH,1552576415,98,11.14,123.72,82.12,18.7
400,Fairbanks,40,US,1552576250,62,64.84,-147.72,24.8,9.17
401,Altamont,92,CA,1552576226,93,49.4,-98.5,32.0,25.28
402,Komsomolskiy,76,RU,1552576421,82,67.55,63.78,17.23,13.11
403,Acapulco,5,MX,1552574700,54,16.86,-99.88,80.6,5.82
404,Escanaba,90,US,1552576197,100,45.75,-87.06,43.0,6.93
405,Westerland,90,NL,1552576385,81,52.89,4.93,51.01,28.86
406,Macia,48,MZ,1552576430,59,-25.03,33.09,83.65,14.0
407,Cabedelo,20,BR,1552572000,74,-6.97,-34.84,86.0,12.75
408,Oranjestad,40,AW,1552572000,74,12.52,-70.03,82.4,26.4
409,Kieta,88,PG,1552576437,100,-6.22,155.63,75.28,2.71
410,Provideniya,88,RU,1552576439,98,64.42,-173.23,26.86,27.09
411,Aleksandrovskiy Zavod,0,RU,1552576441,52,50.92,117.94,2.52,2.71
412,Sioux Lookout,90,CA,1552573800,92,50.1,-91.92,32.0,5.82
413,Tucupita,76,VE,1552576445,67,9.06,-62.05,83.29,6.06
414,Harbour Breton,20,CA,1552575950,100,47.48,-55.8,37.0,8.75
415,Chernyy Yar,75,RU,1552573800,79,64.44,40.96,21.2,8.95
416,Kaputa,44,ZM,1552576452,98,-8.47,29.66,72.76,3.15
417,Sillod,12,IN,1552576454,65,20.3,75.65,71.41,2.93
418,Klaksvik,80,FO,1552575000,81,62.23,-6.59,42.8,6.93
419,Saint-Philippe,90,CA,1552576390,87,45.36,-73.48,39.2,4.38
420,Zaterechnyy,0,RU,1552576461,50,44.8,45.21,44.86,10.09
421,Puertollano,0,ES,1552576349,28,38.69,-4.11,64.99,3.36
422,Kalevala,88,FI,1552576465,81,64.12,29.58,28.12,10.42
423,Port Macquarie,44,AU,1552576445,88,-31.43,152.91,71.6,5.82
424,Rio Tuba,12,PH,1552576469,93,8.51,117.43,80.68,9.75
425,Yamada,20,JP,1552576215,93,36.58,137.08,41.0,6.93
426,Valparaiso,90,US,1552576103,82,41.47,-87.06,57.99,9.17
427,Bagdarin,48,RU,1552576476,65,54.44,113.59,13.36,4.72
428,Evensk,0,RU,1552576478,100,61.92,159.24,-2.84,5.06
429,Emerald,56,AU,1552576322,83,-23.53,148.16,75.2,9.17
430,Jurm,44,AF,1552576483,100,36.86,70.83,22.05,0.69
431,Alexandria,90,US,1552575829,93,31.31,-92.44,73.99,8.05
432,Winnemucca,1,US,1552571760,78,40.97,-117.74,17.6,3.36
433,Pangai,92,TO,1552576489,96,-19.8,-174.35,82.03,21.72
434,Dakar,0,SN,1552573800,8,14.69,-17.45,95.0,17.22
435,The Valley,40,AI,1552575692,61,18.22,-63.06,82.4,11.41
436,Puerto Escondido,5,MX,1552570860,69,15.86,-97.07,73.4,6.93
437,Chapais,90,CA,1552572060,86,49.78,-74.86,30.2,12.75
438,Hastings,24,NZ,1552576270,100,-39.64,176.84,63.63,5.06
439,Akdepe,0,TM,1552573800,31,42.05,59.39,69.8,9.17
440,Mikhaylovka,88,RU,1552576505,92,52.96,103.29,35.37,5.17
441,Koutiala,0,ML,1552576507,22,12.39,-5.46,98.73,7.4
442,Kangema,0,KE,1552575657,58,-0.68,36.96,66.99,8.99
443,Kaeo,80,NZ,1552576336,100,-35.1,173.78,61.0,3.15
444,Edinburg,90,US,1552576205,78,26.3,-98.16,77.0,6.93
445,Harstad,75,NO,1552575727,68,68.8,16.53,33.01,5.82
446,Severomuysk,64,RU,1552576518,75,56.17,113.57,3.91,1.48
447,Vestmanna,64,FO,1552575000,81,62.16,-7.17,42.8,6.93
448,Najran,0,SA,1552572000,14,17.54,44.22,95.0,11.41
449,Diu,0,IN,1552576524,24,20.71,70.98,76.36,8.08
450,Killybegs,75,IE,1552576324,76,54.63,-8.45,48.2,21.92
451,Loikaw,0,MM,1552576528,73,19.67,97.21,65.29,2.59
452,Saint-Louis,75,CH,1552576518,75,47.59,7.56,46.99,24.16
453,Rawson,92,AR,1552576533,100,-43.3,-65.11,58.0,14.0
454,Moroni,76,US,1552576512,89,39.52,-111.59,30.0,2.93
455,Umm Kaddadah,0,SD,1552576538,8,13.6,26.69,91.17,11.99
456,Kilindoni,0,TZ,1552576540,95,-7.91,39.67,84.42,11.99
457,Porto Novo,75,BR,1552575600,69,-23.68,-45.44,82.4,2.24
458,Gamba,32,CN,1552576545,53,28.28,88.52,4.32,4.38
459,Whyalla,0,AU,1552572000,68,-33.04,137.58,68.0,10.29
460,Neuquen,0,AR,1552572000,37,-38.95,-68.06,66.2,6.93
461,Atambua,100,ID,1552576551,100,-9.11,124.89,74.29,2.15
462,Qaqortoq,75,GL,1552575000,79,60.72,-46.03,21.2,3.36
463,Amarante do Maranhao,36,BR,1552576556,90,-5.57,-46.74,83.88,3.49
464,Shimoda,36,JP,1552576511,59,34.7,138.93,42.01,4.0
465,Junnar,8,IN,1552576560,44,19.21,73.88,69.43,3.04
466,Alice Springs,20,AU,1552573800,14,-23.7,133.88,87.8,11.41
467,Berberati,24,CF,1552576565,69,4.26,15.79,87.16,4.05
468,Mackenzie,90,CA,1552572000,85,55.34,-123.09,24.8,10.29
469,Yangjiang,92,CN,1552576569,100,21.85,111.96,69.25,16.58
470,Tezu,88,IN,1552576571,88,27.93,96.16,58.36,1.7
471,Aksu,0,KZ,1552573800,92,52.04,76.93,26.6,8.95
472,Yozgat,0,TR,1552576576,54,39.82,34.81,53.82,3.04
473,Buala,8,SB,1552576579,93,-8.15,159.59,81.4,5.61
474,Zalantun,36,CN,1552576581,32,48.0,122.72,24.3,6.62
475,Blythe,1,US,1552576540,39,33.61,-114.59,51.01,11.41
476,Tyukalinsk,76,RU,1552576585,92,55.87,72.2,33.79,14.56
477,Wasilla,90,US,1552576569,100,61.58,-149.44,34.0,3.36
478,Baherden,0,TM,1552576590,68,38.44,57.43,59.58,0.92
479,Grindavik,75,IS,1552575600,80,63.84,-22.43,39.2,5.82
480,Nouadhibou,0,MR,1552572000,15,20.93,-17.03,87.8,16.11
481,Nakamura,20,JP,1552576446,96,35.17,136.87,44.6,4.7
482,Taga,20,JP,1552576461,65,35.21,136.34,44.6,13.87
483,Kaka,0,TM,1552576601,70,37.35,59.62,52.24,0.69
484,Beihai,0,CN,1552576348,40,38.95,121.19,39.0,2.24
485,Thinadhoo,0,MV,1552576605,100,0.53,72.93,84.19,2.59
486,Kayes,0,ML,1552576608,17,14.44,-11.44,97.06,9.08
487,Puntarenas,0,CR,1552575600,44,9.98,-84.84,78.8,10.29
488,Santa Maria,40,BR,1552572000,64,-29.69,-53.81,75.2,6.93
489,Apatou,88,SR,1552576617,64,5.16,-54.34,85.72,3.71
490,Vysha,0,RU,1552576619,77,53.85,42.38,23.8,3.49
491,Sabang,44,PH,1552576621,99,13.72,123.58,75.42,4.5
492,Nangomba,0,TZ,1552576623,65,-10.9,38.52,85.23,6.51
493,Rome,0,IT,1552576564,25,41.89,12.48,62.6,13.87
494,Sivani,0,IN,1552576628,72,22.09,79.55,68.62,9.75
495,Cermik,90,TR,1552575000,93,38.14,39.45,43.0,5.82
496,Bafoussam,36,CM,1552576632,37,5.48,10.42,84.33,5.06
497,Omagh,40,GB,1552573200,71,54.6,-7.3,50.0,20.8
498,Lorengau,92,PG,1552576513,100,-2.02,147.27,81.27,14.56
499,Karratha,44,AU,1552576639,51,-20.74,116.85,85.09,11.21
500,Cam Ranh,20,VN,1552572000,83,11.92,109.15,80.6,3.36
501,Sal Rei,0,CV,1552572000,39,16.18,-22.92,82.4,21.92
502,Carlisle,75,GB,1552576541,75,54.89,-2.94,50.0,27.51
503,Lethem,0,GY,1552576648,42,3.38,-59.8,92.29,13.0
504,Songkhla,20,TH,1552573800,78,7.2,100.6,82.4,4.7
505,Tecoanapa,5,MX,1552574700,54,16.99,-99.26,80.6,5.82
506,Koygorodok,12,RU,1552576654,68,60.44,51.01,23.13,4.5
507,Jaicos,92,BR,1552576656,94,-7.36,-41.14,79.33,4.16
508,Alcamo,20,IT,1552576558,67,37.98,12.96,60.8,24.16
509,Tucurui,92,BR,1552576426,89,-3.77,-49.67,79.15,2.04
510,Pedasi,0,PA,1552576483,91,7.53,-80.03,75.01,15.12
511,Gobabis,0,NA,1552576665,24,-22.45,18.97,88.02,10.54
512,Borovskoy,92,KZ,1552576667,91,53.8,64.15,36.13,20.04
513,Ayan,88,TR,1552576669,71,40.67,33.6,47.07,2.93
